                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.7073,                 4.9352,                 3.3218,                      0,                      0,                      0,                      0,                 3.2861,                 4.6928,                  3.517,                4.5e-05,                4.5e-05,                4.5e-05
                      2,                 2.7627,                 4.8013,                 3.2194,                      0,                      0,                      0,                      0,                 3.2861,                 4.6928,                  3.517,             9.4687e-05,             9.4687e-05,             9.4687e-05
                      3,                 2.7262,                 4.7623,                  3.209,                0.00446,                0.04201,                 0.0069,                0.00126,                  3.187,                 4.6602,                 3.4729,             0.00014404,             0.00014404,             0.00014404
                      4,                 2.6981,                 4.8348,                  3.254,                0.00446,                0.04201,                 0.0069,                0.00126,                  3.187,                 4.6602,                 3.4729,             0.00019307,             0.00019307,             0.00019307
                      5,                 2.6993,                 4.8594,                 3.2832,                0.00446,                0.04201,                 0.0069,                0.00126,                  3.187,                 4.6602,                 3.4729,             0.00024177,             0.00024177,             0.00024177
                      6,                 2.7937,                 4.8166,                 3.0915,                0.00225,                0.00275,                0.00117,                 0.0003,                 3.1706,                 4.5752,                 3.4421,             0.00029013,             0.00029013,             0.00029013
                      7,                 2.6868,                 4.8795,                 3.2982,                0.00225,                0.00275,                0.00117,                 0.0003,                 3.1706,                 4.5752,                 3.4421,             0.00033817,             0.00033817,             0.00033817
                      8,                 2.8382,                 4.7803,                 3.2448,                0.00225,                0.00275,                0.00117,                 0.0003,                 3.1706,                 4.5752,                 3.4421,             0.00038588,             0.00038588,             0.00038588
                      9,                 2.7491,                 4.9023,                 3.2503,                0.00225,                0.00275,                0.00117,                 0.0003,                 3.1706,                 4.5752,                 3.4421,             0.00043325,             0.00043325,             0.00043325
                     10,                 2.7558,                 4.8598,                 3.3003,                0.00225,                0.00275,                0.00117,                 0.0003,                 3.1706,                 4.5752,                 3.4421,              0.0004803,              0.0004803,              0.0004803
                     11,                 2.5004,                 4.8951,                  3.294,                0.00225,                0.00275,                0.00117,                 0.0003,                 3.1706,                 4.5752,                 3.4421,              0.0004835,              0.0004835,              0.0004835
                     12,                 2.7281,                  4.789,                 3.1207,                0.00225,                0.00275,                0.00117,                 0.0003,                 3.1706,                 4.5752,                 3.4421,             0.00048185,             0.00048185,             0.00048185
                     13,                 2.5702,                 4.8764,                 3.4484,                0.00225,                0.01873,                0.00128,                0.00036,                 3.2028,                 4.5175,                 3.3972,              0.0004802,              0.0004802,              0.0004802
                     14,                 2.6231,                 4.8631,                 3.2328,                0.00225,                0.01873,                0.00128,                0.00036,                 3.2028,                 4.5175,                 3.3972,             0.00047855,             0.00047855,             0.00047855
                     15,                 2.6885,                  4.822,                 3.0948,                0.00225,                0.01873,                0.00128,                0.00036,                 3.2028,                 4.5175,                 3.3972,              0.0004769,              0.0004769,              0.0004769
                     16,                 2.7422,                 4.8168,                 3.3534,                0.00225,                0.01873,                0.00128,                0.00036,                 3.2028,                 4.5175,                 3.3972,             0.00047525,             0.00047525,             0.00047525
                     17,                 2.6593,                 4.8602,                 3.1308,                0.00225,                0.01873,                0.00128,                0.00036,                 3.2028,                 4.5175,                 3.3972,              0.0004736,              0.0004736,              0.0004736
                     18,                 2.5453,                 4.8305,                 3.3029,                0.00225,                0.01873,                0.00128,                0.00036,                 3.2028,                 4.5175,                 3.3972,             0.00047195,             0.00047195,             0.00047195
                     19,                 2.5588,                 4.8099,                 3.1509,                0.00691,                0.06754,                0.00523,                0.00188,                 1.8336,                 4.5156,                 2.9214,              0.0004703,              0.0004703,              0.0004703
                     20,                 2.0953,                 4.6063,                 2.8539,                0.00691,                0.06754,                0.00523,                0.00188,                 1.8336,                 4.5156,                 2.9214,             0.00046865,             0.00046865,             0.00046865
                     21,                 2.1646,                  4.555,                 2.9599,                0.00691,                0.06754,                0.00523,                0.00188,                 1.8336,                 4.5156,                 2.9214,               0.000467,               0.000467,               0.000467
                     22,                 1.9986,                   4.52,                 2.8525,                0.00691,                0.06754,                0.00523,                0.00188,                 1.8336,                 4.5156,                 2.9214,             0.00046535,             0.00046535,             0.00046535
                     23,                 2.2976,                  4.577,                 3.0604,                0.00691,                0.06754,                0.00523,                0.00188,                 1.8336,                 4.5156,                 2.9214,              0.0004637,              0.0004637,              0.0004637
                     24,                 2.0586,                 4.5579,                 2.9475,                0.00691,                0.06754,                0.00523,                0.00188,                 1.8336,                 4.5156,                 2.9214,             0.00046205,             0.00046205,             0.00046205
                     25,                 2.0334,                 4.5303,                 2.9437,                0.00691,                0.06754,                0.00523,                0.00188,                 1.8336,                 4.5156,                 2.9214,              0.0004604,              0.0004604,              0.0004604
                     26,                 2.1753,                 4.1785,                 2.8399,                0.09943,                0.05461,                0.01491,                0.00703,                 1.9668,                 3.6207,                 2.6886,             0.00045875,             0.00045875,             0.00045875
                     27,                 2.0929,                 3.7568,                 2.6345,                0.09943,                0.05461,                0.01491,                0.00703,                 1.9668,                 3.6207,                 2.6886,              0.0004571,              0.0004571,              0.0004571
                     28,                 2.2183,                 3.8417,                 2.7493,                0.09943,                0.05461,                0.01491,                0.00703,                 1.9668,                 3.6207,                 2.6886,             0.00045545,             0.00045545,             0.00045545
                     29,                 2.1067,                 3.7798,                 2.4709,                0.09943,                0.05461,                0.01491,                0.00703,                 1.9668,                 3.6207,                 2.6886,              0.0004538,              0.0004538,              0.0004538
                     30,                 2.1982,                 3.8347,                 2.5919,                0.09943,                0.05461,                0.01491,                0.00703,                 1.9668,                 3.6207,                 2.6886,             0.00045215,             0.00045215,             0.00045215
                     31,                 2.0823,                 3.8415,                 2.6585,                0.09943,                0.05461,                0.01491,                0.00703,                 1.9668,                 3.6207,                 2.6886,              0.0004505,              0.0004505,              0.0004505
                     32,                 1.9793,                 3.5198,                 2.5132,                0.16506,                 0.0625,                0.06124,                0.02643,                 1.8756,                 3.2313,                 2.5314,             0.00044885,             0.00044885,             0.00044885
                     33,                 1.7225,                 3.0912,                 2.5941,                0.16506,                 0.0625,                0.06124,                0.02643,                 1.8756,                 3.2313,                 2.5314,              0.0004472,              0.0004472,              0.0004472
                     34,                 1.8961,                 3.2784,                 2.6842,                0.16506,                 0.0625,                0.06124,                0.02643,                 1.8756,                 3.2313,                 2.5314,             0.00044555,             0.00044555,             0.00044555
                     35,                 1.9864,                 3.2103,                 2.6842,                0.16506,                 0.0625,                0.06124,                0.02643,                 1.8756,                 3.2313,                 2.5314,              0.0004439,              0.0004439,              0.0004439
                     36,                 1.9882,                 3.3138,                 2.6392,                0.16506,                 0.0625,                0.06124,                0.02643,                 1.8756,                 3.2313,                 2.5314,             0.00044225,             0.00044225,             0.00044225
                     37,                 1.9088,                 3.1988,                 2.6479,                0.16506,                 0.0625,                0.06124,                0.02643,                 1.8756,                 3.2313,                 2.5314,              0.0004406,              0.0004406,              0.0004406
                     38,                 1.8692,                 3.0089,                 2.6598,                  0.159,                0.09223,                0.07889,                0.03273,                 1.7526,                 2.5156,                 2.8508,             0.00043895,             0.00043895,             0.00043895
                     39,                 1.6493,                 3.1533,                 2.8326,                  0.159,                0.09223,                0.07889,                0.03273,                 1.7526,                 2.5156,                 2.8508,              0.0004373,              0.0004373,              0.0004373
                     40,                  1.588,                 3.1437,                 2.7305,                  0.159,                0.09223,                0.07889,                0.03273,                 1.7526,                 2.5156,                 2.8508,             0.00043565,             0.00043565,             0.00043565
                     41,                  1.619,                 2.8831,                 2.9232,                  0.159,                0.09223,                0.07889,                0.03273,                 1.7526,                 2.5156,                 2.8508,               0.000434,               0.000434,               0.000434
                     42,                 1.6389,                  2.636,                 2.6755,                  0.159,                0.09223,                0.07889,                0.03273,                 1.7526,                 2.5156,                 2.8508,             0.00043235,             0.00043235,             0.00043235
                     43,                 1.6141,                 3.2301,                 2.7937,                  0.159,                0.09223,                0.07889,                0.03273,                 1.7526,                 2.5156,                 2.8508,              0.0004307,              0.0004307,              0.0004307
                     44,                 1.6143,                  2.763,                 2.7454,                  0.159,                0.09223,                0.07889,                0.03273,                 1.7526,                 2.5156,                 2.8508,             0.00042905,             0.00042905,             0.00042905
                     45,                 1.4832,                 3.1675,                 2.8488,                0.35623,                0.07622,                0.09821,                0.04313,                 1.6094,                  2.665,                 2.8468,              0.0004274,              0.0004274,              0.0004274
                     46,                 1.5249,                 2.8684,                 2.7398,                0.35623,                0.07622,                0.09821,                0.04313,                 1.6094,                  2.665,                 2.8468,             0.00042575,             0.00042575,             0.00042575
                     47,                 1.4822,                 2.8882,                 2.6564,                0.35623,                0.07622,                0.09821,                0.04313,                 1.6094,                  2.665,                 2.8468,              0.0004241,              0.0004241,              0.0004241
                     48,                 1.5182,                 2.9114,                 2.6009,                0.35623,                0.07622,                0.09821,                0.04313,                 1.6094,                  2.665,                 2.8468,             0.00042245,             0.00042245,             0.00042245
                     49,                 1.5061,                 2.9699,                 2.8303,                0.35623,                0.07622,                0.09821,                0.04313,                 1.6094,                  2.665,                 2.8468,              0.0004208,              0.0004208,              0.0004208
                     50,                 1.3895,                 2.9729,                  2.867,                0.35623,                0.07622,                0.09821,                0.04313,                 1.6094,                  2.665,                 2.8468,             0.00041915,             0.00041915,             0.00041915
                     51,                 1.5229,                 2.7589,                 2.7672,                0.36255,                0.09931,                0.14202,                0.06954,                 1.4892,                 2.2552,                 2.8104,              0.0004175,              0.0004175,              0.0004175
                     52,                 1.4765,                 2.4537,                 2.9037,                0.36255,                0.09931,                0.14202,                0.06954,                 1.4892,                 2.2552,                 2.8104,             0.00041585,             0.00041585,             0.00041585
                     53,                 1.3619,                 2.5701,                  2.857,                0.36255,                0.09931,                0.14202,                0.06954,                 1.4892,                 2.2552,                 2.8104,              0.0004142,              0.0004142,              0.0004142
                     54,                 1.6969,                 2.5796,                 2.6752,                0.36255,                0.09931,                0.14202,                0.06954,                 1.4892,                 2.2552,                 2.8104,             0.00041255,             0.00041255,             0.00041255
                     55,                 1.5518,                 2.2274,                 2.5951,                0.36255,                0.09931,                0.14202,                0.06954,                 1.4892,                 2.2552,                 2.8104,              0.0004109,              0.0004109,              0.0004109
                     56,                 1.4748,                 2.3524,                 2.5345,                0.36255,                0.09931,                0.14202,                0.06954,                 1.4892,                 2.2552,                 2.8104,             0.00040925,             0.00040925,             0.00040925
                     57,                 1.6845,                 2.7086,                  2.596,                0.36255,                0.09931,                0.14202,                0.06954,                 1.4892,                 2.2552,                 2.8104,              0.0004076,              0.0004076,              0.0004076
                     58,                 1.4978,                 2.1071,                 2.7254,                 0.5832,                0.09581,                0.17329,                0.09632,                 1.4424,                 1.9548,                 2.7643,             0.00040595,             0.00040595,             0.00040595
                     59,                 1.4276,                 2.1187,                 2.6401,                 0.5832,                0.09581,                0.17329,                0.09632,                 1.4424,                 1.9548,                 2.7643,              0.0004043,              0.0004043,              0.0004043
                     60,                 1.3896,                 2.0949,                 2.5303,                 0.5832,                0.09581,                0.17329,                0.09632,                 1.4424,                 1.9548,                 2.7643,             0.00040265,             0.00040265,             0.00040265
                     61,                 1.4287,                 2.4571,                 2.4885,                 0.5832,                0.09581,                0.17329,                0.09632,                 1.4424,                 1.9548,                 2.7643,               0.000401,               0.000401,               0.000401
                     62,                 1.3823,                 2.2243,                  2.746,                 0.5832,                0.09581,                0.17329,                0.09632,                 1.4424,                 1.9548,                 2.7643,             0.00039935,             0.00039935,             0.00039935
                     63,                  1.466,                 2.0944,                 2.5188,                 0.5832,                0.09581,                0.17329,                0.09632,                 1.4424,                 1.9548,                 2.7643,              0.0003977,              0.0003977,              0.0003977
                     64,                 1.5799,                 2.5855,                 2.5978,                0.59581,                0.18443,                0.22222,                0.12859,                 1.3806,                 1.9451,                 2.7669,             0.00039605,             0.00039605,             0.00039605
